Valores em fileira de: Balan�a, Temperatura, Press�o e Velocidade

0.003;nan;0.00;0.00
0.003;nan;0.00;0.00
0.000;nan;-0.01;0.00
0.007;nan;0.00;0.00
0.005;nan;0.00;0.08
-0.011;nan;0.00;0.00
-0.009;nan;0.00;0.08
-0.004;nan;0.00;0.08
-0.005;nan;-0.01;0.00
-0.000;nan;0.00;0.00
-0.003;nan;0.00;0.08
-0.006;nan;0.00;0.00
-0.000;nan;0.00;0.00
-0.003;nan;0.00;0.08
-0.000;nan;0.00;0.08
-0.006;nan;0.00;0.08
-0.003;nan;0.00;0.00
-0.004;nan;0.00;0.00
-0.006;nan;0.00;0.00
-0.005;nan;0.00;0.08
-0.001;nan;0.00;0.00
-0.002;nan;0.00;0.00
-0.001;nan;0.00;0.08
-0.002;nan;-0.01;0.00
-0.001;nan;0.00;0.08
-0.002;nan;0.00;0.00
-0.002;nan;0.00;0.00
0.024;nan;0.00;0.00
0.022;nan;0.01;0.14
0.003;nan;0.00;0.08
0.000;nan;0.00;0.08
0.033;nan;-0.01;0.00
0.059;nan;0.00;0.08
0.119;nan;0.00;0.00
0.387;nan;0.00;0.08
0.710;nan;0.01;0.14
1.218;nan;0.01;0.14
1.695;nan;0.00;0.08
1.740;nan;0.03;0.20
1.802;nan;0.01;0.14
2.073;nan;0.01;0.14
2.658;nan;-0.01;0.00
3.001;nan;0.00;0.00
3.140;nan;0.01;0.14
3.282;nan;0.03;0.22
3.640;nan;0.02;0.19
3.808;nan;0.00;0.00
6.154;nan;0.03;0.23
7.430;nan;0.07;0.33
7.364;nan;0.10;0.40
7.379;nan;0.06;0.31
7.265;nan;0.05;0.30
7.110;nan;-0.05;0.00
6.994;nan;-0.33;0.00
7.136;nan;-0.91;0.00
7.049;nan;-1.12;0.00
7.017;nan;-1.63;0.00
6.966;nan;-2.85;0.00
6.837;nan;-4.55;0.00
6.795;nan;-6.49;0.00
6.729;nan;-7.58;0.00
6.584;nan;-8.40;0.00
6.428;nan;-10.63;0.00
6.334;nan;-12.40;0.00
6.376;nan;-13.26;0.00
6.298;nan;-15.30;0.00
6.045;nan;-18.88;0.00
5.846;nan;-22.17;0.00
5.795;nan;-27.42;0.00
5.614;nan;-33.59;0.00
5.566;nan;-29.80;0.00
5.495;nan;-30.70;0.00
5.290;nan;-43.98;0.00
5.094;nan;-39.67;0.00
4.982;nan;-45.95;0.00
4.915;nan;-43.26;0.00
4.622;nan;-55.31;0.00
4.622;nan;-37.60;0.00
4.579;nan;-44.38;0.00
4.499;nan;-64.91;0.00
4.432;nan;-59.88;0.00
4.292;nan;-69.20;0.00
4.091;nan;-72.62;0.00
4.055;nan;-69.74;0.00
4.205;nan;-72.27;0.00
3.895;nan;-82.95;0.00
3.761;nan;-77.18;0.00
3.667;nan;-86.99;0.00
3.700;nan;-77.72;0.00
3.600;nan;-94.31;0.00
3.622;nan;-85.72;0.00
3.821;nan;-89.66;0.00
3.350;nan;-98.56;0.00
3.356;nan;-99.74;0.00
3.494;nan;-84.84;0.00
3.961;nan;-82.77;0.00
4.321;nan;-81.71;0.00
4.429;nan;-71.41;0.00
4.811;nan;-57.77;0.00
5.140;nan;-54.77;0.00
5.431;nan;-47.51;0.00
5.343;nan;-42.58;0.00
5.319;nan;-35.79;0.00
1.494;nan;-24.66;0.00
11550W
2635rpm
